"OriginalName","SuggestedName","Rationale","Notes"
"Class374","BufferedFileReader","Reads bytes from a File via buffered DataInputStream","Pure static IO helper; no instance state"
"Class375","PlayerAppearanceUpdateDecoder","Static decoder reading player update mask blocks from stream","Object with caches; decodes Class348_Sub49_Sub2"
"Class376","RingBufferInputStream","Runnable thread filling a ring buffer from an InputStream","Producer/consumer async stream reader"
"Class377","GlRenderDevice","Extends ha_Sub3; full OpenGL rendering backend","Massive GL state implementation; mirrors Direct3D Class378"
"Class378","D3dRenderDevice","Extends ha_Sub3; Direct3D 9 rendering backend","Direct3D device wrapper; mirrors OpenGL Class377"
"Class38","WidgetTextConfig","Holds text/widget display fields; reads config opcodes","Companion handles console input editing and tile click queue"
"Class39","GlShaderObjectHandle","Wraps OpenGL shader-object handle long for Class377","finalize releases GL object via render device"
"Class4","NpcModelTransform","Parses NPC body-part recolor/transform shorts from stream","Builds short arrays of head/body part overrides"
"Class40","Bzip2DecoderState","Large buffer/array state for BZIP2 block decompression","Holds Huffman tables, MTF and run-length decode buffers"
"Class41","IntTriple","Holds three ints with copy constructor","Plain value tuple; no behavior"
"Class42","StructConfig","Holds struct/enum-like config with params map and sprites","Reads opcodes; resolves Class105 sprites and Class356 params"
"Class43","MinimapTileEntry","Holds Class348_Sub42_Sub10 and int array per tile","Companion handles minimap region drawing and cookie settings"
"Class44","MapSceneRenderer","Static helpers rendering map regions and minimap blending","Object utility; draws scene tiles"
"Class45","Js5Archive","JS5 cache archive accessor: groups, files, decompression","Decompresses/caches groups via Class314; name hashing"
"Class46","WidgetComponent","Large widget/interface component definition with many fields","Holds layout, sprites, scripts arrays for an interface element"
"Class47","NanoTimer","Abstract nanosecond clock; method446 returns nanos","Base for millis-based and System.nanoTime implementations"
"Class47_Sub1","MillisNanoTimer","Extends Class47; nanos from millis time times 1,000,000","Coarse timer variant"
"Class47_Sub2","SystemNanoTimer","Extends Class47; returns System.nanoTime directly","High-resolution timer variant"
"Class48","ColourAdjustment","Holds HSL plus brightness/scale colour tint fields","Copy/clone methods; companion handles login packet building"
"Class49","SpriteRenderable","Implements Interface4; draws Class105 sprite via index arrays","Wraps pixel/alpha arrays from Class105 sprite subclasses"
"Class5","WorldMapElement","Abstract; implements Interface1, draws label using Class369","Resolves Class45 archives and renders map text/icon"
"Class50","MinimapShapeDrawer","Abstract minimap drawer; three coordinate-transform draw methods","Base for triangle/line/polygon minimap shape variants"
"Class50_Sub1","MinimapSquareDrawer","Extends Class50; scaled square/diamond minimap draws","Variant applying 4 scale factors"
"Class50_Sub2","MinimapTriangleDrawer","Extends Class50; scaled triangle minimap draws","Variant with distinct draw delegates"
"Class50_Sub3","MinimapPolygonDrawer","Extends Class50; eight scale factors for complex shapes","Variant; companion holds color palette array"
"Class50_Sub4","MinimapLineDrawer","Extends Class50; four scale factors, line/marker draws","Variant; companion references Class47 timer"
"Class51","NpcConfig","Reads NPC config opcodes; builds animated recolored Class64 models","Holds combat level, models, transforms; caches via Class263"
"Class52","RsaVarbitHandler","Instance int field; implements Interface12 returning Class223 config handler","Companion holds RSA BigInteger 10001, Frame; tied to varp/setting refresh"
"Class53","D3dSwapChainWrapper","Wraps IDirect3DSwapChain plus two IDirect3DSurfaces; Present and release","Direct3D back-buffer presentation helper"
"Class54","FloorOverlayDefinition","Instance reads byte flags and four ints from buffer stream","Decoded from Class348_Sub49; flag bits for floor/overlay"
"Class55","OggMediaStream","Abstract; demuxes Ogg sync/page/packet into Theora/Vorbis/Kate substreams","abstract method516 supplies bytes; uses jagtheora"
"Class55_Sub1","OggCacheStream","Extends Class55; reads Ogg bytes from Class45 archive cache chunks","Variant of OggMediaStream sourcing from cache"
"Class56","ConnectionStateType","Instance holds two Class274 message texts and progress ints","Enum-like login/connection status states"
"Class57","MapSceneTile","Instance holds four coordinate ints","Lightweight tile/scene coordinate record"
"Class58","DirectionPath","Packs Class325 direction nibbles into a long and decodes them","Movement direction step queue encoded in a long"
"Class59","NoiseTextureGenerator","Abstract Perlin/gradient-noise builder with 512-entry permutation table","Subclasses emit pixel buffers"
"Class59_Sub1","GrayscaleNoiseTexture","Extends Class59; writes turbulence noise into ByteArray bitmap","Variant producing single-channel byte texture"
"Class59_Sub1_Sub1","ScrollingNoiseTexture","Extends Class59_Sub1; emits ByteArray with animated offset","Animated variant of GrayscaleNoiseTexture"
"Class59_Sub1_Sub2","StaticNoiseTexture","Extends Class59_Sub1; emits ByteArray via method562","Static variant; holds Class273/Class74 config"
"Class59_Sub2","RgbNoiseTexture","Extends Class59; accumulates noise into IntArray sized by octaves","Variant producing colored/int-packed noise texture"
"Class59_Sub2_Sub1","CachedRgbNoiseTexture","Extends Class59_Sub2; emits ByteArray using Class45 archive palette","Variant pulling data from cache"
"Class59_Sub2_Sub2","CompositeRgbNoiseTexture","Extends Class59_Sub2; emits ByteArray, holds Class356 lookup map","Variant combining/looking-up sub-textures"
"Class5_Sub1","ScrollbarComponent","Extends Class5; renders scrollbar from Class105 sprites and Class369_Sub3","Variant UI widget; draws thumb and track"
"Class5_Sub1_Sub1","ProportionalScrollbarComponent","Extends Class5_Sub1; overrides thumb sizing proportional to content","Variant where thumb length scales with content"
"Class5_Sub2","SolidFillComponent","Extends Class5; fills colored rectangles via ha toolkit and Class369_Sub2","Variant rendering plain color bars/fills"
"Class5_Sub3","SpriteComponent","Extends Class5; draws a single Class105 sprite via Class369_Sub1","Variant rendering an image/sprite widget"
"Class6","IdentKitRecolor","Instance record of shorts, bytes, ints, booleans for model recolor/retexture","Body/head identkit appearance entry"
"Class60","LruByteCache","Capacity and size ints, hashtable Class356, eviction list Class107","LRU/size-bounded cache of objects keyed by long"
"Class61","GlDisplayListFont","Wraps ha_Sub2; glGenLists/glNewList/glCallList per character glyph","OpenGL display-list glyph renderer"
"Class62","GameClock","Singleton object; currentTimeMillis with drift correction returns long","Also performance-tier detection and cache flush"
"Class63","SceneTileBounds","Instance holds three coordinate ints","Small tile/region bounds record"
"Class64","AbstractModel","Abstract 3D model: Class342 vertices, Class129 normals, rotate/render","Base of multi-backend model rendering hierarchy"
"Class64_Sub1","SoftwareModel","Extends Class64; holds ha_Sub1 backend and full geometry arrays","Variant for ha_Sub1 (software/scanline) renderer"
"Class64_Sub2","Direct3dModel","Extends Class64; holds ha_Sub3 backend and vertex/short buffers","Variant for ha_Sub3 (Direct3D) renderer"
"Class64_Sub3","OpenGlModel","Extends Class64; holds ha_Sub2 backend with heavy gl* calls","Variant for ha_Sub2 (OpenGL) renderer"
"Class65","WorldMapImageBuilder","Builds map images using Class60 cache, Class357 tiles, Class45 archives","Renders and caches world-map region pixel data"
"Class66","ChatCommandProcessor","Singleton; few huge methods parsing chat prefixes, widgets, caches","Core client chat/command dispatch and UI orchestrator"
"Class67","TooltipComponentRenderer","Implements Interface1; draws Class158 widget text via Class324","Loads font/sprite then renders a configured UI component"
"Class68","MovementDirection","Singleton with direction-step int-sequence constants","Enum-like; per-direction movement patterns"
"Class69","CollisionFlagQuery","Singleton; self-referencing constants with tile-flag boolean helpers","Pathfinding/collision flag lookup constants"
"Class70","TrigLookupTables","Singleton; builds 16384-entry fixed-point sin/cos tables","Used for rotation math across rendering"
"Class71","PlayerSequenceSelector","Selects walk/run/turn animation ids from Class225 onto entity","Chooses movement animation from direction deltas"
"Class72","HintArrowRenderer","Instance computes direction via atan2/asin and renders Class64 arrow model","3D hint/headicon arrow pointing at a world target"
"Class73","FileExistsCondition","Implements Interface7; checks Class45 archive for file, returns Class69","Condition predicate over cache file presence"
"Class74","RgbColorPalette","Instance built from two ints; companion holds 1024-entry color table","HSL/RGB palette/gradient lookup record"
"Class75","MapRegionLoader","Loads scene area data: Class243 terrain, Class51 objects, height arrays","World map region/scene loader and renderer"
"Class75_Sub1","ActiveMapRegion","Singleton extends Class75; links live scene tiles and object lists","Variant representing currently-loaded region with spawn linking"
"Class76","SceneObjectSpawner","Instance with Class243; adds and removes Class318_Sub4 scene objects","Manages dynamic scene object placement"
"Class77","IsaacCipher","Instance: 256-int memory/results, ISAAC mix rounds, golden-ratio init","ISAAC stream cipher RNG for packet obfuscation"
"Class78","BufferedRandomAccessFile","Instance holds read/write byte buffers, file position, Class234 file handle","Async-aware buffered file IO with prefetch/writeback"
"Class79","NpcType","Instance has names, models, transforms, combat ints, Class278 loader, decode","NPC definition/config; method794 resolves morphs"
"Class8","NpcAnimationResolver","Holds four anim ints; method214 selects NPC anim by stance/Npc","Companion picks animation IDs from Class79 against Class225"
"Class80","SynthSoundGenerator","Instance has Class197 oscillators/envelopes, produces PCM IntArray samples","Audio tone synthesizer using sin/pow waveforms"
"Class81","FogState","Static-only fog/blend int array and flag","Instance has no members; utility/state holder"
"Class82","ConfigArchiveLoader","Instance wraps Class45 archive plus entry count","Large static method812 handles cache/loading-screen logic"
"Class83","WaterTextureSet","Instance builds Class258 water/caustic textures from ha_Sub2 toolkit","Init creates GL textures or fallback sub3 texture arrays"
"Class84","MapSceneCache","Instance caches Class300 via Class60 LRU keyed by id from Class45","Synchronized loader producing Class305 region scene objects"
"Class85","WhirlpoolHash","Instance has block buffers and 8-long state, processes 512-bit blocks","Whirlpool digest: update and finalize"
"Class86","DrawListState","Static-only counters and float for draw/render bookkeeping","Instance has no members"
"Class87","WidgetCache","Instance caches Class17 widgets and Class348_Sub42_Sub17 in two Class60 LRUs","Loads widget defs from Class45 archive on miss"
"Class88",SceneNodeDeque,"Instance is circular doubly-linked list of Class318_Sub9 with sentinel head","Insert-head, size, clear, cursor iteration; embedded in Class98"
"Class89","NativeBufferHandle","Instance holds Class377 toolkit and long native pointer; finalize frees it","GL/native resource wrapper releasing aLong1510 on finalize"
"Class90","RegionMapDecoder","Instance decodes region map header and tile/landscape keys from stream","method853 parses region grid and queues map file loads"
"Class91","NpcUpdateProcessor","Static-only state; method856 processes NPC update packet block","Instance has no members; npc add/remove/sync from stream"
"Class92","NpcSpawnDecoder","Static-only buffers; method859 decodes region NPC spawns into Npc objects","Instance has no members; also vertex-buffer array for minimap"
"Class93","JagGlToolkitFactory","Static-only; method862 creates Class377 OpenGL toolkit from canvas","Instance has no members; native GL renderer factory"
"Class94","AnimationFrameState","Static-only anim/buffer state; resets long arrays per frame","Instance has no members"
"Class95","DirectionUtil","Static-only; method868 returns direction deltas from index","Instance has no members; holds Class114/Class221 caches"
"Class96","JagDxToolkitFactory","Static-only; method870 creates DirectX (jagdx) ha toolkit","Instance has no members; native DX renderer factory"
"Class97","TerrainChunkBuilder","Instance builds GPU vertex buffer (Interface5) of terrain tiles from s_Sub3","Hardware ground geometry chunk; uses ha_Sub3 and Class330"
"Class98","NodeDequeHolder","Instance wraps a Class88 NodeDeque field","Thin holder; static side has unrelated base64/lookup tables"
"Class99","SpriteBlitter","Static-only; method880 adds byte rows (sprite blend) and tooltip layout","Instance has no members; pixel/image row operations"
"Client","Client","Extends Applet_Sub1; main game client entry with init/run","Confirmed meaningful name; top-level applet"
"Exception_Sub1","ClientException","Subclass of Exception; thrown as client error type","Static side holds unrelated lookup tables/widget resolve"
"GameApplet","GameAppletContext","Interface: getParameter/getCodeBase/showDocument/destroy/pulse component","interface; abstracts applet host environment"
"IOException_Sub1","SoundConfigException","Subclass of IOException(message); thrown for IO errors","Static side has quicksort and audio config setup"
"InputStream_Sub1","NullInputStream","InputStream subclass; read() always returns -1 (blocks via timer)","Static side holds Whirlpool s-boxes and unrelated tables"
"InputStream_Sub2","NullInputStreamAlt","InputStream subclass; read() always returns -1","Static method128 is large map/object update packet parser"
"Interface1","Lifecycle","interface: method7/8/9 init/poll-bool/shutdown lifecycle hooks","interface; generic start/check/stop contract"
"Interface10","RenderTarget","interface: methods take/return ha toolkit and ints (bind/size/attach)","interface; renderer-bound resource with toolkit setters"
"Interface11","StagedInitializer","interface: six void int-keyed stage methods","interface; sequential setup/step callbacks"
"Interface12","ConfigTypeProvider","interface: method51 returns Class223","interface; single-method provider/factory"
"Interface13","Marker","interface: empty marker interface","interface; no methods"
"Interface14","KeyedComparable","interface: method52 returns Long key, method53 equality vs peer","interface; identity/key comparison contract"
"Interface15","TextFormatter","interface: method54 returns String from id/long/Class138/IntArray","interface; formats display string"
"Interface16","CursorController","interface: int getters/setters incl bool toggle","interface; stateful controllable component"
"Interface17","VarResolver","interface: method61/62 map ids to ints; used by Class79 morph lookup","interface; resolves varbit/varp values for transforms"
"Interface18","Renderable","interface: method63 draw, method64 takes Class209","interface; base render/submit contract"
"Interface18_Impl1","Renderable3dTexture","interface extending Interface18 with no extra methods","interface; marker subtype of Interface18 (3D texture)"
"Interface18_Impl2","RenderableCubeTexture","interface extending Interface18 with no extra methods","interface; marker subtype of Interface18 (cube texture)"
"Interface18_Impl3","Renderable2dTexture","interface extending Interface18 with pixel/float ops (method65-73)","interface; rich Renderable subtype; raster/scale/buffer methods"
"Interface19","Disposable","Single w(Boolean) method matches native resource disposal/cleanup pattern","interface; implemented by many native-id holders"
"Interface2","ByteBufferReader","Read bytes/int/long accessors over a byte source","interface"
"Interface20","AudioDeviceController","Init/load with Component, throws Exception, IntArray config","interface"
"Interface21","NamedConstraint","Empty marker interface implemented by Class273","interface; empty tag"
"Interface3","CameraMarker","Empty marker, implemented by Class105 camera base","interface; empty tag"
"Interface4","SpriteDrawTarget","Two parallel method14/15 with x,y,w,h,flags signatures","interface; implemented by wa"
"Interface5","SizedResource","Single method16(Boolean):Int size/length accessor","interface"
"Interface5_Impl1","VertexBufferResource","Extends SizedResource; Source/Buffer methods for memory I/O","interface; sub-variant of Interface5"
"Interface5_Impl2","IndexBufferResource","Extends SizedResource; Buffer plus Class68 accessor","interface; sub-variant of Interface5"
"Interface6","CharStreamReader","Char/int/long getters resembling text/buffer reader","interface"
"Interface7","ArchiveFileCondition","method31 size, method32 returns Class69 lookup by int","interface"
"Interface8","ByteArrayCodec","Read ByteArray with offsets plus int/long accessors","interface"
"Interface9","IndexedDisposable","Single method37(Int) trigger by index","interface"
"Loader","ClientLauncher","Panel/GameApplet bootstrap; builds JFrame, instantiates Client, RSA moduli","Applet launcher entry point with main()"
"Npc","Npc","Extends actor base Class318_Sub1_Sub3_Sub3; NPC render/anim methods","Shares actor base with Player"
"OutputStream_Sub1","FireParticleStream","OutputStream subclass animating fire/particle effect via sin/random","Variant of OutputStream; effect generator"
"OutputStream_Sub2","ChatMessageStream","OutputStream subclass building chat/npc text, Class105 ref","Variant of OutputStream; message builder"
"Player","Player","Extends actor base Class318_Sub1_Sub3_Sub3; appearance/name/combat fields","Shares actor base with Npc"
"RuntimeException_Sub1","TextureLoadException","RuntimeException wrapping throwable+msg; builds aa_Sub1 textures","Variant of RuntimeException; carries cause"
"a","NativeModelRenderer","Implements Disposable; nativeid plus many external draw methods over ha","Native render helper owned by oa, holds i refs"
"aa","Sprite","Abstract sprite/texture base; Class144, ARGB color helpers","Abstract base for aa_Sub*"
"aa_Sub1","NativeSprite","Built from ha_Sub2(OpenGL) bytes; holds Class258 image","Variant of Sprite; GL-backed"
"aa_Sub2","IndexedSprite","Sprite holding Interface18_Impl3 indexed/palette data","Variant of Sprite; indexed palette"
"aa_Sub3","RasterSprite","Sprite from two IntArrays (pixels+meta)","Variant of Sprite; raw raster"
"ba","NativeRenderTarget","Extends render-node r, implements Disposable, native id","Variant of r; native-backed"
"d","RenderConfig","Empty interface passed to ha backend constructors","interface; render backend config token"
"dxVertexLayout","Direct3dVertexDeclaration","Extends Class130, wraps IDirect3DVertexDeclaration from elements","DirectX vertex layout descriptor"
"h","NativeFontRenderer","Extends shader/program base Class324; native fa(char) glyph draw","Variant alongside n; font/glyph renderer"
"ha","Renderer","Abstract graphics backend taking RenderConfig d; canvas/rect state","Abstract base: software/GL/native subs"
"ha_Sub1","SoftwareRenderer","Extends Renderer; pure-Kotlin raster math, no native/GL","Variant of ha; software rasterizer"
"ha_Sub2","OpenGlRenderer","Extends Renderer; massive jaggl OpenGL import surface","Variant of ha; OpenGL backend"
"ha_Sub3","NativeRenderer","Extends Renderer; NativeHeap/NativeInterface jagex hw backend","Variant of ha; native(DirectX) backend"
"i","NativeModel","Extends Model Class64, Disposable; native vertex/face draw methods","Hardware model implementation"
"j","NativeCamera","Extends camera Class105, Disposable; native projection methods","Native camera/projection"
"ja","NativeMatrix","Extends transform-stack Class101, Disposable; native matrix ops","Native matrix/transform stack"
"n","NativeFontRendererAlt","Extends shader base Class324; native fa(char) glyph draw","Variant alongside h; font/glyph renderer"
"na","NativeSpriteRenderer","Extends Sprite aa, Disposable; native sprite draw via oa/ya","Native sprite wrapper"
"oa","NativeGraphicsContext","Extends Renderer ha, Disposable; central native draw context owning a/p","Native master context backend"
"p","NativeFrameBuffer","Extends Class348, Disposable; native canvas-sized surface","Native canvas/framebuffer surface"
"r","RenderNode","Abstract render-queue node extending linked-list Class348_Sub42","Abstract base for r_Sub*"
"r_Sub1","NativeRenderNode","RenderNode for native backend ha_Sub3 with byte buffer","Variant of r; native backend"
"r_Sub2","OpenGlRenderNode","RenderNode for OpenGL backend ha_Sub2 with byte buffer","Variant of r; GL backend"
"s","TerrainTile","Abstract terrain/heightmap tile holding IntArrayArray grid","Abstract base for s_Sub* and t"
"s_Sub1","SoftwareTerrainTile","Tile for software renderer ha_Sub1; float coords, Class102 grids","Variant of s; software"
"s_Sub2","OpenGlTerrainTile","Tile for OpenGL ha_Sub2; glMatrix calls, vertex grids","Variant of s; GL"
"s_Sub3","NativeTerrainTile","Tile for native ha_Sub3; Stream/Class262 native buffers","Variant of s; native"
"t","NativeContextTerrainTile","Tile extending s, Disposable; native draw via oa/ya","Variant of s; native context-backed"
"wa","NativeBillboardRenderer","Implements SpriteDrawTarget Interface4; native X/Z over oa,j,xa","Native billboard/decal drawer"
"xa","NativeTextureHandle","Implements Interface13+Disposable; nativeid texture object","Native texture/resource handle"
"ya","NativeTextureManager","Extends shader base za, Disposable; native texture setup over oa","Native texture/material manager"
"za","ShaderProgram","Abstract GL/shader program base extending Class348","Abstract base for za_Sub* and ya"
"za_Sub1","NativeShaderProgram","ShaderProgram holding NativeHeap, Class113 buffer","Variant of za; native heap-backed"
"za_Sub2","ArbVertexProgram","ShaderProgram with glGenProgramARB/glProgramRawARB ARB asm","Variant of za; ARB vertex program"
"Class348_Sub40_Sub2","DirectionalStripeTextureNode","Class348_Sub40 mono node; quadrant/direction-thresholded stripe pattern via shr-scaled coords","Monochrome variant; reads 3 opcode params; samples Class191 buffer"
"Class348_Sub40_Sub3","RangeThresholdTextureNode","Class348_Sub40 mono node; outputs 4096 if child value within [min,max] else 0","Monochrome variant; reads low/high range from buffer; thresholds child input"
"Class7","FullscreenDisplayController","Instance GraphicsDevice + saved DisplayMode; sets/restores fullscreen resolution","class; AWT GraphicsDevice fullscreen mode switch with refresh-rate matching"
"Class9","NativeLibraryState","object: loads jaclib/hw3d native libs (method215); holds ha renderer + config ints","object/singleton; native library availability check and global render state"
